date,crop_name,region,month,demand_index,price_per_kg
2024-01-02,potato,Nagercoil,1,0.92,23.75
2024-01-02,potato,Tuticorin,1,1.14,28.15
2024-01-02,potato,Tenkasi,1,1.16,31.19
2024-01-02,beans,Tirunelveli,1,0.98,39.13
2024-01-02,beans,Madurai,1,1.07,42.27
2024-01-02,beans,Nagercoil,1,0.85,31.06
2024-01-02,beans,Tuticorin,1,0.89,34.99
2024-01-02,beans,Tenkasi,1,0.82,33.43
2024-01-02,okra,Tirunelveli,1,0.81,23.9
2024-01-02,okra,Madurai,1,1.06,30.49
2024-01-02,okra,Nagercoil,1,0.89,22.96
2024-01-02,okra,Tuticorin,1,1.15,32.95
2024-01-02,okra,Tenkasi,1,0.87,24.04
2024-01-03,tomato,Tirunelveli,1,0.97,25.55
2024-01-03,tomato,Madurai,1,1.13,31.2
2024-01-03,tomato,Nagercoil,1,1.21,34.53
2024-01-03,tomato,Tuticorin,1,0.92,28.56
2024-01-03,tomato,Tenkasi,1,0.85,20.59
2024-01-03,brinjal,Tirunelveli,1,0.97,24.84
2024-01-03,brinjal,Madurai,1,1.16,28.43
2024-01-03,brinjal,Nagercoil,1,0.84,21.74
2024-01-03,brinjal,Tuticorin,1,0.88,21.17
2024-01-03,brinjal,Tenkasi,1,0.8,20.3
2024-01-03,onion,Tirunelveli,1,0.85,27.7
2024-01-03,onion,Madurai,1,1.15,35.13
2024-01-03,onion,Nagercoil,1,1.13,37.41
2024-01-03,onion,Tuticorin,1,0.92,28.19
2024-01-03,onion,Tenkasi,1,0.96,32.2
2024-01-03,carrot,Tirunelveli,1,1.22,38.76
2024-01-03,carrot,Madurai,1,1.13,32.68
2024-01-03,carrot,Nagercoil,1,0.98,29.83
2024-01-03,carrot,Tuticorin,1,0.93,29.39
2024-01-03,carrot,Tenkasi,1,1.12,33.22
2024-01-03,cabbage,Tirunelveli,1,1.2,27.27
2024-01-03,cabbage,Madurai,1,1.05,20.39
2024-01-03,cabbage,Nagercoil,1,0.9,15.92
2024-01-03,cabbage,Tuticorin,1,0.81,17.18
2024-01-03,cabbage,Tenkasi,1,1.12,21.54
2024-01-03,potato,Tirunelveli,1,1.28,34.22
2024-01-03,potato,Madurai,1,1.28,32.39
2024-01-03,potato,Nagercoil,1,0.99,26.77
2024-01-03,potato,Tuticorin,1,1.23,30.23
2024-01-03,potato,Tenkasi,1,1.08,27.05
2024-01-03,beans,Tirunelveli,1,1.27,48.66
2024-01-03,beans,Madurai,1,0.85,34.57
2024-01-03,beans,Nagercoil,1,1.11,43.26
2024-01-03,beans,Tuticorin,1,1.17,44.11
2024-01-03,beans,Tenkasi,1,1.15,41.77
2024-01-03,okra,Tirunelveli,1,0.95,28.54
2024-01-03,okra,Madurai,1,1.2,34.13
2024-01-03,okra,Nagercoil,1,1.26,35.51
2024-01-03,okra,Tuticorin,1,1.06,31.66
2024-01-03,okra,Tenkasi,1,1.12,31.45
2024-01-04,tomato,Tirunelveli,1,1.15,31.28
2024-01-04,tomato,Madurai,1,0.97,26.31
2024-01-04,tomato,Nagercoil,1,0.99,26.79
2024-01-04,tomato,Tuticorin,1,0.82,20.7
2024-01-04,tomato,Tenkasi,1,1.03,25.07
2024-01-04,brinjal,Tirunelveli,1,1.1,26.44
2024-01-04,brinjal,Madurai,1,0.82,17.94
2024-01-04,brinjal,Nagercoil,1,1.06,24.59
2024-01-04,brinjal,Tuticorin,1,1.18,28.85
2024-01-04,brinjal,Tenkasi,1,0.84,18.02
2024-01-04,onion,Tirunelveli,1,0.83,30.22
2024-01-04,onion,Madurai,1,1.12,38.84
2024-01-04,onion,Nagercoil,1,1.16,37.53
2024-01-04,onion,Tuticorin,1,0.96,31.67
2024-01-04,onion,Tenkasi,1,1.2,37.96
2024-01-04,carrot,Tirunelveli,1,0.84,22.76
2024-01-04,carrot,Madurai,1,0.81,23.3
2024-01-04,carrot,Nagercoil,1,0.89,29.18
2024-01-04,carrot,Tuticorin,1,0.88,26.91
2024-01-04,carrot,Tenkasi,1,1.16,32.42
2024-01-04,cabbage,Tirunelveli,1,1.13,22.43
2024-01-04,cabbage,Madurai,1,1.11,23.88
2024-01-04,cabbage,Nagercoil,1,1.01,18.44
2024-01-04,cabbage,Tuticorin,1,1.18,20.89
2024-01-04,cabbage,Tenkasi,1,0.81,15.26
2024-01-04,potato,Tirunelveli,1,0.85,24.71
2024-01-04,potato,Madurai,1,1.05,25.04
2024-01-04,potato,Nagercoil,1,1.02,26.08
2024-01-04,potato,Tuticorin,1,1.0,28.1
2024-01-04,potato,Tenkasi,1,0.82,23.21
2024-01-04,beans,Tirunelveli,1,0.99,37.24
2024-01-04,beans,Madurai,1,1.23,49.73
2024-01-04,beans,Nagercoil,1,1.13,42.19
2024-01-04,beans,Tuticorin,1,1.09,41.21
2024-01-04,beans,Tenkasi,1,1.27,44.94
2024-01-04,okra,Tirunelveli,1,1.12,33.27
2024-01-04,okra,Madurai,1,1.03,29.79
2024-01-04,okra,Nagercoil,1,0.99,27.86
2024-01-04,okra,Tuticorin,1,1.28,35.06
2024-01-04,okra,Tenkasi,1,0.96,27.13
2024-01-05,tomato,Tirunelveli,1,1.22,31.92
2024-01-05,tomato,Madurai,1,1.15,30.33
2024-01-05,tomato,Nagercoil,1,1.11,30.49
2024-01-05,tomato,Tuticorin,1,1.2,33.17
2024-01-05,tomato,Tenkasi,1,0.94,26.12
2024-01-05,brinjal,Tirunelveli,1,1.2,27.4
2024-01-05,brinjal,Madurai,1,1.3,27.95
2024-01-05,brinjal,Nagercoil,1,1.19,26.27
2024-01-05,brinjal,Tuticorin,1,0.97,25.28
2024-01-05,brinjal,Tenkasi,1,1.18,27.18
2024-01-05,onion,Tirunelveli,1,0.85,27.48
2024-01-05,onion,Madurai,1,1.21,40.52
2024-01-05,onion,Nagercoil,1,0.96,30.6
2024-01-05,onion,Tuticorin,1,0.81,27.26
2024-01-05,onion,Tenkasi,1,1.25,39.99
2024-01-05,carrot,Tirunelveli,1,1.28,37.46
2024-01-05,carrot,Madurai,1,1.28,41.26
2024-01-05,carrot,Nagercoil,1,1.02,32.43
2024-01-05,carrot,Tuticorin,1,0.95,30.3
2024-01-05,carrot,Tenkasi,1,1.18,33.61
2024-01-05,cabbage,Tirunelveli,1,1.2,22.09
2024-01-05,cabbage,Madurai,1,1.07,20.78
2024-01-05,cabbage,Nagercoil,1,1.02,19.29
2024-01-05,cabbage,Tuticorin,1,0.86,17.82
2024-01-05,cabbage,Tenkasi,1,0.87,17.78
2024-01-05,potato,Tirunelveli,1,0.85,23.98
2024-01-05,potato,Madurai,1,0.84,21.08
2024-01-05,potato,Nagercoil,1,1.21,31.55
2024-01-05,potato,Tuticorin,1,1.15,31.48
2024-01-05,potato,Tenkasi,1,1.27,32.14
2024-01-05,beans,Tirunelveli,1,1.29,47.65
2024-01-05,beans,Madurai,1,0.84,33.71
2024-01-05,beans,Nagercoil,1,1.19,41.66
2024-01-05,beans,Tuticorin,1,1.25,49.51
2024-01-05,beans,Tenkasi,1,0.86,31.74
2024-01-05,okra,Tirunelveli,1,1.03,28.9
2024-01-05,okra,Madurai,1,0.83,25.05
2024-01-05,okra,Nagercoil,1,1.09,31.67
2024-01-05,okra,Tuticorin,1,1.28,33.64
2024-01-05,okra,Tenkasi,1,1.23,33.23
2024-01-06,tomato,Tirunelveli,1,0.91,24.61
2024-01-06,tomato,Madurai,1,1.3,36.32
2024-01-06,tomato,Nagercoil,1,0.84,23.2
2024-01-06,tomato,Tuticorin,1,1.06,28.61
2024-01-06,tomato,Tenkasi,1,1.11,29.31
2024-01-06,brinjal,Tirunelveli,1,1.11,29.13
2024-01-06,brinjal,Madurai,1,1.09,25.66
2024-01-06,brinjal,Nagercoil,1,1.11,27.72
2024-01-06,brinjal,Tuticorin,1,0.94,21.96
2024-01-06,brinjal,Tenkasi,1,0.98,21.07
2024-01-06,onion,Tirunelveli,1,1.09,32.34
2024-01-06,onion,Madurai,1,1.21,39.47
2024-01-06,onion,Nagercoil,1,1.14,37.95
2024-01-06,onion,Tuticorin,1,1.01,34.76
2024-01-06,onion,Tenkasi,1,1.27,40.73
2024-01-06,carrot,Tirunelveli,1,1.21,35.86
2024-01-06,carrot,Madurai,1,1.29,39.38
2024-01-06,carrot,Nagercoil,1,0.99,28.17
2024-01-06,carrot,Tuticorin,1,1.28,39.09
2024-01-06,carrot,Tenkasi,1,1.03,31.55
2024-01-06,cabbage,Tirunelveli,1,1.01,19.33
2024-01-06,cabbage,Madurai,1,1.23,23.76
2024-01-06,cabbage,Nagercoil,1,1.21,25.62
2024-01-06,cabbage,Tuticorin,1,1.27,25.09
2024-01-06,cabbage,Tenkasi,1,1.22,23.23
2024-01-06,potato,Tirunelveli,1,0.86,19.91
2024-01-06,potato,Madurai,1,1.28,30.89
2024-01-06,potato,Nagercoil,1,1.14,30.11
2024-01-06,potato,Tuticorin,1,1.11,27.37
2024-01-06,potato,Tenkasi,1,1.14,28.85
2024-01-06,beans,Tirunelveli,1,1.06,40.06
2024-01-06,beans,Madurai,1,1.23,48.46
2024-01-06,beans,Nagercoil,1,1.08,42.02
2024-01-06,beans,Tuticorin,1,1.0,37.94
2024-01-06,beans,Tenkasi,1,0.87,34.85
2024-01-06,okra,Tirunelveli,1,0.91,26.65
2024-01-06,okra,Madurai,1,0.87,21.67
2024-01-06,okra,Nagercoil,1,1.02,30.64
2024-01-06,okra,Tuticorin,1,1.25,35.3
2024-01-06,okra,Tenkasi,1,1.19,30.06
2024-01-07,tomato,Tirunelveli,1,1.0,28.3
2024-01-07,tomato,Madurai,1,1.27,34.76
2024-01-07,tomato,Nagercoil,1,0.87,23.45
2024-01-07,tomato,Tuticorin,1,0.93,26.16
2024-01-07,tomato,Tenkasi,1,1.03,27.66
2024-01-07,brinjal,Tirunelveli,1,0.96,23.41
2024-01-07,brinjal,Madurai,1,1.12,26.23
2024-01-07,brinjal,Nagercoil,1,0.86,20.33
2024-01-07,brinjal,Tuticorin,1,0.86,18.78
2024-01-07,brinjal,Tenkasi,1,0.97,23.74
2024-01-07,onion,Tirunelveli,1,1.25,43.34
2024-01-07,onion,Madurai,1,0.89,28.1
2024-01-07,onion,Nagercoil,1,0.9,27.68
2024-01-07,onion,Tuticorin,1,0.84,26.39
2024-01-07,onion,Tenkasi,1,0.86,25.59
2024-01-07,carrot,Tirunelveli,1,0.98,29.27
2024-01-07,carrot,Madurai,1,1.05,31.5
2024-01-07,carrot,Nagercoil,1,1.2,36.17
2024-01-07,carrot,Tuticorin,1,1.11,34.81
2024-01-07,carrot,Tenkasi,1,1.17,34.41
2024-01-07,cabbage,Tirunelveli,1,0.89,16.44
2024-01-07,cabbage,Madurai,1,1.04,18.33
2024-01-07,cabbage,Nagercoil,1,1.11,20.52
2024-01-07,cabbage,Tuticorin,1,1.17,19.42
2024-01-07,cabbage,Tenkasi,1,0.82,17.11
2024-01-07,potato,Tirunelveli,1,1.25,30.71
2024-01-07,potato,Madurai,1,1.06,25.78
2024-01-07,potato,Nagercoil,1,1.02,26.53
2024-01-07,potato,Tuticorin,1,1.07,26.3
2024-01-07,potato,Tenkasi,1,0.99,24.15
2024-01-07,beans,Tirunelveli,1,0.81,28.89
2024-01-07,beans,Madurai,1,0.96,35.28
2024-01-07,beans,Nagercoil,1,0.86,32.68
2024-01-07,beans,Tuticorin,1,1.14,44.24
2024-01-07,beans,Tenkasi,1,1.19,43.64
2024-01-07,okra,Tirunelveli,1,1.07,29.86
2024-01-07,okra,Madurai,1,1.09,29.9
2024-01-07,okra,Nagercoil,1,0.86,26.52
2024-01-07,okra,Tuticorin,1,0.94,28.42
2024-01-07,okra,Tenkasi,1,1.09,28.37
2024-01-08,tomato,Tirunelveli,1,0.98,26.33
2024-01-08,tomato,Madurai,1,0.92,24.88
2024-01-08,tomato,Nagercoil,1,0.85,22.18
2024-01-08,tomato,Tuticorin,1,0.88,22.72
2024-01-08,tomato,Tenkasi,1,0.89,22.76
2024-01-08,brinjal,Tirunelveli,1,1.25,28.71
2024-01-08,brinjal,Madurai,1,0.84,16.11
2024-01-08,brinjal,Nagercoil,1,1.29,31.56
2024-01-08,brinjal,Tuticorin,1,0.86,20.83
2024-01-08,brinjal,Tenkasi,1,1.23,29.03
2024-01-08,onion,Tirunelveli,1,1.21,37.89
2024-01-08,onion,Madurai,1,1.13,35.78
2024-01-08,onion,Nagercoil,1,1.26,43.85
2024-01-08,onion,Tuticorin,1,0.94,32.74
2024-01-08,onion,Tenkasi,1,1.18,37.36
2024-01-08,carrot,Tirunelveli,1,1.01,28.98
2024-01-08,carrot,Madurai,1,1.05,31.03
2024-01-08,carrot,Nagercoil,1,1.11,32.81
2024-01-08,carrot,Tuticorin,1,0.94,26.72
2024-01-08,carrot,Tenkasi,1,1.04,31.72
2024-01-08,cabbage,Tirunelveli,1,1.07,20.41
2024-01-08,cabbage,Madurai,1,0.87,16.17
2024-01-08,cabbage,Nagercoil,1,0.83,15.19
2024-01-08,cabbage,Tuticorin,1,1.14,23.21
2024-01-08,cabbage,Tenkasi,1,1.18,21.75
2024-01-08,potato,Tirunelveli,1,1.01,29.6
2024-01-08,potato,Madurai,1,0.97,25.39
2024-01-08,potato,Nagercoil,1,0.89,23.11
2024-01-08,potato,Tuticorin,1,0.83,22.23
2024-01-08,potato,Tenkasi,1,1.22,33.87
2024-01-08,beans,Tirunelveli,1,0.87,31.84
2024-01-08,beans,Madurai,1,0.88,34.06
2024-01-08,beans,Nagercoil,1,0.88,34.01
2024-01-08,beans,Tuticorin,1,1.06,41.49
2024-01-08,beans,Tenkasi,1,0.98,36.45
2024-01-08,okra,Tirunelveli,1,1.21,35.19
2024-01-08,okra,Madurai,1,1.02,27.48
2024-01-08,okra,Nagercoil,1,0.95,23.23
2024-01-08,okra,Tuticorin,1,1.17,30.44
2024-01-08,okra,Tenkasi,1,1.25,34.96
2024-01-09,tomato,Tirunelveli,1,0.99,28.0
2024-01-09,tomato,Madurai,1,1.11,30.03
2024-01-09,tomato,Nagercoil,1,0.86,23.32
2024-01-09,tomato,Tuticorin,1,0.97,26.85
2024-01-09,tomato,Tenkasi,1,0.87,24.14
2024-01-09,brinjal,Tirunelveli,1,1.07,27.1
2024-01-09,brinjal,Madurai,1,1.25,28.76
2024-01-09,brinjal,Nagercoil,1,0.96,23.21
2024-01-09,brinjal,Tuticorin,1,0.92,24.12
2024-01-09,brinjal,Tenkasi,1,1.24,29.89
2024-01-09,onion,Tirunelveli,1,0.97,33.25
2024-01-09,onion,Madurai,1,0.87,27.55
2024-01-09,onion,Nagercoil,1,0.91,30.94
2024-01-09,onion,Tuticorin,1,1.12,37.6
2024-01-09,onion,Tenkasi,1,1.15,34.54
2024-01-09,carrot,Tirunelveli,1,0.97,29.7
2024-01-09,carrot,Madurai,1,0.89,27.07
2024-01-09,carrot,Nagercoil,1,1.0,31.37
2024-01-09,carrot,Tuticorin,1,1.03,31.3
2024-01-09,carrot,Tenkasi,1,1.11,37.25
2024-01-09,cabbage,Tirunelveli,1,0.81,18.33
2024-01-09,cabbage,Madurai,1,1.26,25.29
2024-01-09,cabbage,Nagercoil,1,1.15,22.7
2024-01-09,cabbage,Tuticorin,1,1.1,19.64
2024-01-09,cabbage,Tenkasi,1,1.01,19.86
2024-01-09,potato,Tirunelveli,1,1.26,32.73
2024-01-09,potato,Madurai,1,1.03,30.26
2024-01-09,potato,Nagercoil,1,1.0,26.57
2024-01-09,potato,Tuticorin,1,0.83,22.95
2024-01-09,potato,Tenkasi,1,0.8,19.83
2024-01-09,beans,Tirunelveli,1,0.97,37.65
2024-01-09,beans,Madurai,1,1.26,43.92
2024-01-09,beans,Nagercoil,1,0.97,38.52
2024-01-09,beans,Tuticorin,1,1.03,37.38
2024-01-09,beans,Tenkasi,1,0.91,32.64
2024-01-09,okra,Tirunelveli,1,0.89,24.6
2024-01-09,okra,Madurai,1,1.05,30.53
2024-01-09,okra,Nagercoil,1,0.98,27.19
2024-01-09,okra,Tuticorin,1,1.09,28.95
2024-01-09,okra,Tenkasi,1,1.28,36.57
2024-01-10,tomato,Tirunelveli,1,0.87,22.3
2024-01-10,tomato,Madurai,1,1.3,34.65
2024-01-10,tomato,Nagercoil,1,1.05,27.23
2024-01-10,tomato,Tuticorin,1,1.17,31.8
2024-01-10,tomato,Tenkasi,1,0.9,24.15
2024-01-10,brinjal,Tirunelveli,1,0.9,21.41
2024-01-10,brinjal,Madurai,1,0.82,23.21
2024-01-10,brinjal,Nagercoil,1,0.83,18.04
2024-01-10,brinjal,Tuticorin,1,1.19,30.17
2024-01-10,brinjal,Tenkasi,1,1.02,20.14
2024-01-10,onion,Tirunelveli,1,1.0,30.5
2024-01-10,onion,Madurai,1,0.89,29.04
2024-01-10,onion,Nagercoil,1,1.23,39.47
2024-01-10,onion,Tuticorin,1,0.94,30.96
2024-01-10,onion,Tenkasi,1,1.12,35.64
2024-01-10,carrot,Tirunelveli,1,0.88,26.33
2024-01-10,carrot,Madurai,1,1.16,34.72
2024-01-10,carrot,Nagercoil,1,0.91,27.47
2024-01-10,carrot,Tuticorin,1,0.92,27.71
2024-01-10,carrot,Tenkasi,1,0.89,26.57
2024-01-10,cabbage,Tirunelveli,1,1.13,21.27
2024-01-10,cabbage,Madurai,1,0.92,17.49
2024-01-10,cabbage,Nagercoil,1,1.16,22.82
2024-01-10,cabbage,Tuticorin,1,1.0,19.7
2024-01-10,cabbage,Tenkasi,1,1.13,20.96
2024-01-10,potato,Tirunelveli,1,1.25,30.8
2024-01-10,potato,Madurai,1,0.81,18.3
2024-01-10,potato,Nagercoil,1,1.25,34.8
2024-01-10,potato,Tuticorin,1,1.21,29.32
2024-01-10,potato,Tenkasi,1,0.99,24.31
2024-01-10,beans,Tirunelveli,1,1.1,42.34
2024-01-10,beans,Madurai,1,1.0,35.68
2024-01-10,beans,Nagercoil,1,1.08,37.86
2024-01-10,beans,Tuticorin,1,1.27,47.13
2024-01-10,beans,Tenkasi,1,1.18,45.92
2024-01-10,okra,Tirunelveli,1,1.2,33.49
2024-01-10,okra,Madurai,1,1.01,31.54
2024-01-10,okra,Nagercoil,1,0.93,26.97
2024-01-10,okra,Tuticorin,1,0.87,22.37
2024-01-10,okra,Tenkasi,1,0.94,26.32
2024-01-11,tomato,Tirunelveli,1,0.81,19.3
2024-01-11,tomato,Madurai,1,1.08,29.77
2024-01-11,tomato,Nagercoil,1,1.13,29.55
2024-01-11,tomato,Tuticorin,1,0.81,22.44
2024-01-11,tomato,Tenkasi,1,0.87,25.77
2024-01-11,brinjal,Tirunelveli,1,1.13,29.14
2024-01-11,brinjal,Madurai,1,0.89,20.76
2024-01-11,brinjal,Nagercoil,1,0.99,24.66
2024-01-11,brinjal,Tuticorin,1,1.06,24.53
2024-01-11,brinjal,Tenkasi,1,1.1,26.35
2024-01-11,onion,Tirunelveli,1,0.92,27.47
2024-01-11,onion,Madurai,1,0.98,30.34
2024-01-11,onion,Nagercoil,1,1.16,38.26
2024-01-11,onion,Tuticorin,1,1.04,30.85
2024-01-11,onion,Tenkasi,1,1.13,36.64
2024-01-11,carrot,Tirunelveli,1,0.91,27.58
2024-01-11,carrot,Madurai,1,0.82,25.46
2024-01-11,carrot,Nagercoil,1,0.83,22.58
2024-01-11,carrot,Tuticorin,1,1.05,29.02
2024-01-11,carrot,Tenkasi,1,1.19,37.16
2024-01-11,cabbage,Tirunelveli,1,0.85,16.78
2024-01-11,cabbage,Madurai,1,1.05,19.77
2024-01-11,cabbage,Nagercoil,1,1.14,19.8
2024-01-11,cabbage,Tuticorin,1,1.21,22.8
2024-01-11,cabbage,Tenkasi,1,1.2,21.58
2024-01-11,potato,Tirunelveli,1,1.1,29.65
2024-01-11,potato,Madurai,1,0.98,23.32
2024-01-11,potato,Nagercoil,1,1.07,27.29
2024-01-11,potato,Tuticorin,1,1.24,33.13
2024-01-11,potato,Tenkasi,1,1.13,30.07
2024-01-11,beans,Tirunelveli,1,1.15,42.44
2024-01-11,beans,Madurai,1,1.04,40.26
2024-01-11,beans,Nagercoil,1,0.91,35.49
2024-01-11,beans,Tuticorin,1,0.82,30.94
2024-01-11,beans,Tenkasi,1,1.15,43.89
2024-01-11,okra,Tirunelveli,1,1.29,35.61
2024-01-11,okra,Madurai,1,1.27,37.25
2024-01-11,okra,Nagercoil,1,1.22,34.04
2024-01-11,okra,Tuticorin,1,0.96,24.71
2024-01-11,okra,Tenkasi,1,0.86,24.8
2024-01-12,tomato,Tirunelveli,1,0.84,20.97
2024-01-12,tomato,Madurai,1,1.16,33.16
2024-01-12,tomato,Nagercoil,1,0.83,23.0
2024-01-12,tomato,Tuticorin,1,1.2,29.23
2024-01-12,tomato,Tenkasi,1,0.96,27.08
2024-01-12,brinjal,Tirunelveli,1,1.11,26.63
2024-01-12,brinjal,Madurai,1,0.92,22.74
2024-01-12,brinjal,Nagercoil,1,1.2,28.44
2024-01-12,brinjal,Tuticorin,1,1.3,32.56
2024-01-12,brinjal,Tenkasi,1,1.0,22.65
2024-01-12,onion,Tirunelveli,1,1.04,34.92
2024-01-12,onion,Madurai,1,1.29,42.14
2024-01-12,onion,Nagercoil,1,1.18,35.67
2024-01-12,onion,Tuticorin,1,1.17,35.06
2024-01-12,onion,Tenkasi,1,0.92,29.2
2024-01-12,carrot,Tirunelveli,1,0.94,27.2
2024-01-12,carrot,Madurai,1,0.95,25.64
2024-01-12,carrot,Nagercoil,1,1.14,32.5
2024-01-12,carrot,Tuticorin,1,0.91,27.12
2024-01-12,carrot,Tenkasi,1,1.24,36.07
2024-01-12,cabbage,Tirunelveli,1,1.27,28.08
2024-01-12,cabbage,Madurai,1,0.88,16.1
2024-01-12,cabbage,Nagercoil,1,1.3,26.82
2024-01-12,cabbage,Tuticorin,1,1.06,22.87
2024-01-12,cabbage,Tenkasi,1,0.92,16.94
2024-01-12,potato,Tirunelveli,1,0.89,22.15
2024-01-12,potato,Madurai,1,1.19,29.95
2024-01-12,potato,Nagercoil,1,1.28,32.89
2024-01-12,potato,Tuticorin,1,1.24,31.48
2024-01-12,potato,Tenkasi,1,1.18,28.66
2024-01-12,beans,Tirunelveli,1,1.15,43.71
2024-01-12,beans,Madurai,1,0.91,33.76
2024-01-12,beans,Nagercoil,1,0.91,37.85
2024-01-12,beans,Tuticorin,1,1.09,42.42
2024-01-12,beans,Tenkasi,1,0.85,31.28
2024-01-12,okra,Tirunelveli,1,0.86,25.05
2024-01-12,okra,Madurai,1,1.24,35.6
2024-01-12,okra,Nagercoil,1,1.08,31.68
2024-01-12,okra,Tuticorin,1,0.84,20.95
2024-01-12,okra,Tenkasi,1,0.93,24.1
2024-01-13,tomato,Tirunelveli,1,1.16,29.96
2024-01-13,tomato,Madurai,1,0.91,24.45
2024-01-13,tomato,Nagercoil,1,1.14,25.46
2024-01-13,tomato,Tuticorin,1,1.1,28.16
2024-01-13,tomato,Tenkasi,1,1.21,34.57
2024-01-13,brinjal,Tirunelveli,1,1.08,23.91
2024-01-13,brinjal,Madurai,1,0.93,22.44
2024-01-13,brinjal,Nagercoil,1,1.13,27.16
2024-01-13,brinjal,Tuticorin,1,1.23,29.59
2024-01-13,brinjal,Tenkasi,1,1.22,29.89
2024-01-13,onion,Tirunelveli,1,1.15,38.56
2024-01-13,onion,Madurai,1,1.18,40.24
2024-01-13,onion,Nagercoil,1,0.88,27.8
2024-01-13,onion,Tuticorin,1,1.17,36.54
2024-01-13,onion,Tenkasi,1,0.88,29.02
2024-01-13,carrot,Tirunelveli,1,1.05,32.32
2024-01-13,carrot,Madurai,1,0.8,25.4
2024-01-13,carrot,Nagercoil,1,1.29,36.61
2024-01-13,carrot,Tuticorin,1,1.12,34.72
2024-01-13,carrot,Tenkasi,1,1.07,30.18
2024-01-13,cabbage,Tirunelveli,1,1.19,23.42
2024-01-13,cabbage,Madurai,1,1.07,20.11
2024-01-13,cabbage,Nagercoil,1,1.28,26.61
2024-01-13,cabbage,Tuticorin,1,1.27,22.34
2024-01-13,cabbage,Tenkasi,1,0.85,16.74
2024-01-13,potato,Tirunelveli,1,0.83,22.13
